step,action,confidence,q_hold,q_buy,q_sell
0,1,1.0292904451489449,21111.059,21370.152,21150.191
1,1,0.10484784143045545,21532.074,21554.674,21524.059
2,1,0.20533225033432245,21619.148,21663.63,21611.13
3,1,0.3585696220397949,21662.572,21752.553,21674.555
4,1,0.35888245329260826,21652.307,21733.592,21655.594
5,1,0.29559622053056955,21804.295,21894.309,21829.59
6,1,0.31568247359246016,21916.062,22010.844,21941.36
7,1,0.4090698901563883,21862.531,21977.734,21887.83
8,1,0.43651419691741467,22000.258,22117.246,22020.701
9,1,0.5619519390165806,21801.203,22074.98,21950.93
10,1,0.5206930451095104,21924.543,22125.334,22010.129
11,1,0.10833445703610778,21862.41,21942.682,21918.91
12,1,0.013503964873962104,21952.559,21969.82,21966.854
13,0,0.0379344419343397,21917.953,21909.639,21905.383
14,0,0.0,21850.766,21850.766,21850.766
15,0,0.0,21850.766,21850.766,21850.766
16,0,0.0,21850.766,21850.766,21850.766
17,2,0.13633249327540398,21380.795,21388.453,21417.652
18,0,0.24039950221776962,21335.74,21243.693,21284.45
19,0,0.1307714032009244,21124.648,21052.209,21097.023
20,0,0.12324061244726181,21155.58,21084.67,21129.508
21,0,0.13085565296933055,21111.049,21038.605,21083.424
22,0,0.13061068020761013,21159.617,21087.164,21131.98
23,0,0.0627984874881804,21242.3,21195.416,21228.96
24,0,0.06081987521611154,21246.139,21199.71,21233.217
25,0,0.13103459496051073,21146.312,21073.785,21118.604
26,0,0.12005561729893088,20903.398,20852.615,20878.303
27,0,0.14243139885365963,20896.848,20841.393,20867.084
28,0,0.1135981292463839,20853.734,20802.996,20830.045
29,0,0.06025424227118492,20807.016,20794.479,20783.562
30,1,0.007381523755611852,20795.746,20797.281,20786.365
31,0,0.044519887887872756,20864.973,20855.467,20855.684
32,0,0.19382245372980833,21039.512,20950.996,20998.732
33,0,0.18346932483837008,20909.916,20871.338,20871.553
34,0,0.06862495210953057,21075.266,21043.152,21060.803
35,0,0.08129710331559181,21160.809,21098.557,21143.605
36,0,0.06849345518276095,21195.57,21146.965,21181.053
37,0,0.06802222924306989,21218.938,21170.736,21204.504
38,0,0.06802960997447371,21219.506,21171.312,21205.07
39,0,0.06080918246880174,21253.086,21207.473,21240.162
40,0,0.06068723741918802,21286.137,21243.195,21273.219
41,0,0.13244174188002944,21309.488,21251.242,21281.266
42,0,0.0607823661994189,21265.676,21221.535,21252.75
43,0,0.13685220619663596,21450.49,21359.305,21421.135
44,0,0.13697243994101882,21433.086,21345.793,21403.729
45,0,0.1369741396047175,21431.395,21344.484,21402.04
46,0,0.10671148775145411,21350.281,21270.938,21327.498
47,0,0.10661013657227159,21372.41,21283.486,21349.625
48,2,0.03852732479572296,21511.541,21457.547,21519.832
49,0,0.11832501040771604,21283.406,21217.799,21258.223
50,0,0.11772859143093228,21295.008,21229.518,21269.938
51,0,0.1179571496322751,21247.123,21178.66,21222.06
52,0,0.16043955693021417,21351.256,21270.625,21317.0
53,0,0.16226305160671473,21361.678,21280.268,21327.016
54,0,0.5228552501648664,21685.316,21508.184,21571.934
55,0,0.2881184918805957,21765.676,21498.355,21702.965
56,0,0.15653787413612008,21783.615,21658.977,21749.516
57,0,0.0402124656829983,21764.28,21637.35,21755.527
58,0,0.4554149229079485,21698.533,21501.762,21599.715
59,0,0.0,21850.766,21732.719,21850.766
60,2,0.02112990914611146,21745.158,21488.53,21749.754
61,0,0.0,21850.766,21709.164,21850.766
62,2,0.3269427688792348,21850.766,21577.129,21922.44
63,1,0.04201676056254655,21901.53,21922.055,21912.844
64,1,0.058979191817343235,21926.459,21948.95,21936.004
65,1,0.19143460085615516,21850.766,21892.676,21850.766
66,1,0.13476015301421285,21850.766,21940.021,21910.455
67,0,0.04553594044409692,21922.072,21912.09,21902.438
68,1,0.04287392075639218,21903.725,21921.105,21911.707
69,0,0.3144335001707077,21948.574,21565.838,21879.56
70,0,0.6386753637343645,21709.973,21495.234,21571.316
71,0,0.18068940844386816,21538.6,21393.799,21499.682
72,0,0.08957084501162171,21377.98,21253.205,21358.832
73,0,0.13936946634203196,21297.09,21191.727,21267.408
74,0,0.18128890078514814,21467.375,21335.074,21428.457
75,0,0.1815727213397622,21431.668,21320.357,21392.754
76,0,0.181242311373353,21462.117,21346.389,21423.219
77,0,0.1528024091385305,21376.668,21229.58,21344.004
78,0,0.13061949284747243,21147.723,21104.244,21120.1
79,0,0.1305038225837052,21164.969,21106.266,21137.348
80,0,0.03602050128392875,21108.855,21066.842,21101.252
81,0,0.03820953133981675,21054.752,21024.29,21046.707
82,0,0.0769862555898726,21059.46,21009.168,21043.248
83,0,0.03955528081860393,21034.645,21026.324,21018.965
84,0,0.0008556216926081106,21000.812,21000.633,20985.137
85,0,0.15859882114455104,21084.3,21002.377,21050.861
86,1,0.003791800554608926,21003.164,21015.742,21014.945
87,1,0.02208844671258703,20986.965,20991.602,20976.21
88,2,0.015939056174829602,20978.016,20999.504,21002.852
89,0,0.0014873048712615855,21011.16,20996.29,21010.848
90,0,0.0014991665921115782,20975.195,20960.324,20974.88
91,0,0.001506758690084098,20999.133,20984.262,20998.816
92,0,0.0015069646906340495,20996.262,20981.389,20995.945
93,2,0.014081111294217408,21024.766,21010.082,21027.727
94,0,0.0014961189663154073,21017.922,21003.05,21017.607
95,2,0.028492807177826762,21010.83,21002.387,21016.818
96,2,0.012189318658784032,21004.91,21019.941,21022.504
97,2,0.028447346994653344,21037.55,21029.291,21043.537
98,2,0.015177826571743935,21032.953,21036.441,21039.635
99,2,0.008809736755210906,21031.398,21037.545,21039.398
100,2,0.02247764350613579,21030.541,21031.799,21036.527
101,2,0.01517676719231531,21010.678,21025.043,21028.234
102,2,0.021850499615538865,21063.637,21050.594,21068.24
103,2,0.021867280884180218,21056.398,21043.355,21061.004
104,0,0.0015142284610192291,21024.527,21009.654,21024.209
105,0,0.0014968684808991384,21007.398,20992.527,21007.084
106,0,0.0014981154890847392,20989.912,20975.043,20989.598
107,0,0.001510423589934362,20948.18,20933.309,20947.863
108,0,0.001495123069616966,20901.29,20886.42,20900.977
109,0,0.0014960748558223713,20887.992,20873.123,20887.68
110,0,0.001515700660092989,20875.246,20860.371,20874.93
111,0,0.0014990646377555095,20846.332,20831.463,20846.02
112,0,0.04794378182850778,20886.28,20850.578,20876.266
113,0,0.05572906229645014,20887.89,20850.56,20876.25
114,0,0.19010204123333097,21025.92,20912.896,20985.95
115,0,0.18757793586701155,21029.8,20917.305,20990.354
116,0,0.2142792334780097,20950.504,20878.223,20905.611
117,0,0.2138736890628934,20989.316,20885.047,20944.426
118,0,0.09370308835059404,21060.54,21015.826,21040.805
119,0,0.08351064170710742,21039.61,20952.273,21022.04
120,0,0.03616578760556877,21040.258,20975.629,21032.648
121,0,0.05963288131169975,21043.47,20989.541,21030.922
122,0,0.13019884936511517,21096.037,21023.756,21068.57
123,0,0.06886862101964653,21131.154,21082.93,21116.602
124,0,0.06915887352079153,21146.96,21098.58,21132.336
125,0,0.06926817004568875,21153.068,21104.613,21138.416
126,0,0.06909305229783058,21144.492,21096.143,21129.883
127,0,0.06913575925864279,21145.557,21097.191,21130.938
128,0,0.06921023014001548,21179.244,21126.412,21164.586
129,0,0.13269464252516627,21177.617,21104.688,21149.516
130,0,0.13090248685330153,21100.512,21043.0,21072.89
131,0,0.19157942151650786,21028.934,20915.594,20988.646
132,0,0.213746284134686,21001.828,20904.156,20956.938
133,0,0.21403743885457516,20973.258,20917.715,20928.367
134,0,0.21256750915199518,21021.814,20919.11,20977.129
135,0,0.003963750350521877,20941.736,20940.906,20930.771
136,2,0.0063598221458960325,20973.85,20960.629,20975.184
137,0,0.0015078856449690647,20983.438,20968.562,20983.121
138,2,0.04907443071715534,20956.791,20967.885,20978.18
139,2,0.05791457952000201,20957.586,20955.178,20969.73
140,2,0.04553025937639177,20934.783,20950.076,20959.62
141,0,0.0015091659406607505,20965.637,20950.766,20965.32
142,2,0.04068036796525121,20956.85,20972.484,20981.02
143,0,0.161741953343153,21058.572,20975.643,21024.512
144,0,0.036027401802130044,21115.654,21083.568,21108.047
145,0,0.14570077182725072,21194.713,21119.02,21163.832
146,2,0.007527631532866508,21507.678,21466.877,21509.297
147,2,0.10611871257424355,21604.877,21576.445,21627.828
148,0,0.05877921939827502,21578.363,21481.172,21565.68
149,2,0.05706167430616915,21931.252,21631.293,21943.773
150,2,0.04703413869719952,21927.703,21739.791,21938.021
151,1,0.05700559704564512,21930.508,21955.082,21942.566
152,0,0.08486916194669902,21968.559,21948.676,21949.914
153,0,0.05417021457105875,21972.12,21947.707,21960.217
154,1,0.03672053862828761,21917.166,21935.102,21927.047
155,0,0.7942846976220608,21928.14,21529.426,21753.969
156,0,0.5310938693583012,21919.678,21547.66,21803.264
157,0,0.7057984825223684,21754.229,21491.158,21600.688
158,0,0.12396159581840038,21557.205,21424.56,21530.482
159,0,0.18095499835908413,21504.828,21386.662,21465.914
160,0,0.16464119544252753,21395.959,21279.51,21360.732
161,0,0.06660454091615975,21198.465,21114.834,21184.346
162,0,0.02796646731439978,21063.172,21047.127,21057.281
163,0,0.017562411085236818,21118.879,21068.39,21115.17
164,0,0.026851744041778147,21268.404,21153.809,21262.693
165,0,0.11381700169295073,21297.55,21212.246,21273.31
166,2,0.01846176019171253,21271.045,21169.092,21274.973
167,0,0.016421577311120927,21277.74,21219.719,21274.246
168,0,0.017614077660255134,21356.32,21288.477,21352.559
169,0,0.017550011398270726,21434.281,21360.025,21430.52
170,0,0.01754395925672725,21441.676,21377.578,21437.914
171,0,0.039795064367353916,21487.04,21427.8,21478.488
172,2,0.03094506391789764,21515.855,21445.945,21522.516
173,2,0.028318868135102093,21498.455,21419.209,21504.545
174,2,0.020531854534056038,21532.234,21446.578,21536.656
175,2,0.030964319012127817,21502.473,21425.205,21509.133
176,0,0.011412221647333354,21529.824,21441.895,21527.367
177,2,0.030854370561428368,21585.447,21503.621,21592.11
178,2,0.0015325922504416667,21664.352,21574.44,21664.684
179,2,0.030760990921407938,21657.34,21577.785,21664.004
180,0,0.011366893158992752,21615.68,21522.977,21613.223
181,0,0.011357552284607664,21633.457,21540.758,21631.0
182,0,0.011383614764781669,21635.4,21542.71,21632.938
183,0,0.011355774040566757,21636.846,21544.184,21634.389
184,0,0.011400386574678123,21569.307,21503.799,21566.848
185,0,0.01138046063715592,21555.586,21490.084,21553.133
186,0,0.011407786951167509,21589.557,21524.113,21587.094
187,0,0.011347459076205269,21583.852,21518.453,21581.402
188,0,0.01119300359277986,21602.502,21536.207,21600.084
189,0,0.011179104330949485,21542.004,21423.29,21539.596
190,0,0.011173981329193339,21324.65,21232.238,21322.268
191,0,0.01123911133618094,21235.832,21192.264,21233.445
192,0,0.011237635771976784,21221.24,21195.818,21218.855
193,2,0.02168973587686196,21201.787,21188.746,21206.387
194,2,0.021707671112380922,21193.262,21180.22,21197.863
195,0,0.011248260852880776,21218.559,21178.303,21216.172
196,0,0.011242667824262753,21246.486,21177.68,21244.098
197,0,0.011210193042643368,21273.19,21186.973,21270.805
198,0,0.011184505274286494,21304.586,21212.172,21302.203
199,0,0.01117099600378424,21400.285,21307.867,21397.895
200,2,0.02174637047573924,21155.54,21142.494,21160.14
201,2,0.021779481903649867,21150.266,21137.223,21154.873
202,2,0.02178796275984496,21115.145,21102.104,21119.746
203,2,0.021865258167963475,21058.346,21045.305,21062.951
204,2,0.021862551511731,21043.09,21030.047,21047.691
205,2,0.021862483117729425,21052.088,21039.05,21056.691
206,2,0.02847172727342695,21019.531,21017.188,21025.518
207,0,0.19536535255610943,21014.312,20971.418,20973.258
208,0,0.15123399207368493,21021.078,20985.72,20989.287
209,0,0.1348837511613965,21064.145,20998.484,21035.732
210,2,0.06093031261116266,21072.973,21071.438,21085.82
211,0,0.07193419733084738,21167.35,21073.863,21152.123
212,0,0.01854215224739164,21319.666,21272.145,21315.713
213,0,0.0175840817973949,21392.75,21310.164,21388.988
214,0,0.01766019850037992,21311.605,21251.223,21307.842
215,2,0.008665800851304084,21274.32,21208.121,21276.164
216,0,0.04995412309654057,21089.664,21067.363,21079.129
217,0,0.195252220146358,21036.492,20960.39,20995.418
218,0,0.0516813131980598,20963.059,20952.225,20932.746
219,0,0.0015095721209945623,20959.996,20945.121,20959.68
220,2,0.012244736717548221,20972.643,20960.652,20975.21
221,0,0.001507187062088633,20993.164,20978.293,20992.848
222,0,0.0015072360838530585,20992.48,20977.61,20992.164
223,0,0.0014879521586408373,21002.02,20987.152,21001.707
224,0,0.0015079056538525037,20983.16,20968.287,20982.844
225,0,0.001507985325588379,20982.05,20967.18,20981.734
226,2,0.02196653076680377,20970.129,20960.182,20974.736
227,2,0.06250701262615621,20962.66,20961.584,20975.771
228,0,0.07794099510647357,20971.895,20955.549,20932.574
229,0,0.18448069458827376,21039.846,20927.98,21001.031
230,0,0.15874982345849276,21065.477,20962.375,21032.035
231,0,0.0379619566956535,21084.02,21020.8,21076.016
232,0,0.18855065573006868,21040.434,20955.197,21000.762
233,1,0.05991418729536235,20967.24,20980.527,20967.957
234,0,0.016507573309354484,20977.588,20974.125,20955.312
235,0,0.11129321064800024,20983.773,20960.42,20941.463
236,2,0.06694089970551431,20943.361,20949.537,20963.57
237,0,0.001510981201136019,20940.45,20925.578,20940.133
238,0,0.0014929865756130312,20931.2,20916.33,20930.887
239,2,0.003093927080044523,20894.621,20880.71,20895.268
240,0,0.1309805316850543,21087.938,21037.22,21060.316
241,0,0.13067667605355382,21174.338,21101.85,21146.668
242,0,0.13364177430048585,21186.828,21113.678,21158.514
243,0,0.13091032160446048,21100.74,21044.867,21073.117
244,0,0.13038184260949492,21198.252,21125.797,21170.613
245,0,0.13041223865002394,21181.33,21108.89,21153.707
246,0,0.11861849343404174,21271.912,21203.295,21246.68
247,0,0.12170142726972699,21257.84,21187.83,21231.969
248,0,0.13018606696277857,21219.629,21147.186,21192.004
249,0,0.13028021203354,21201.297,21128.863,21173.676
250,0,0.13418608577921987,21221.695,21148.354,21193.219
251,0,0.06863294984214008,21192.33,21143.684,21177.785
252,0,0.11595874093472958,21067.568,21017.19,21043.139
253,0,0.1937568886205554,21046.63,20955.53,21005.852
254,0,0.04430210101418197,20963.135,20947.188,20953.848
255,0,0.04425119259394705,20991.666,20968.672,20982.377
256,0,0.1362948678433895,20927.742,20872.172,20899.219
257,1,0.052241707453504205,20880.602,20895.213,20884.297
258,1,0.05223507760092616,20879.516,20894.125,20883.21
259,1,0.05225701606832445,20874.479,20889.092,20878.176
260,0,0.05118459812365472,20887.936,20877.244,20866.328
261,0,0.12582900235429406,21013.762,20960.273,20987.32
262,1,0.015110622916836292,21021.379,21029.805,21026.627
263,2,0.0029704589906032197,21035.271,21039.895,21040.52
264,1,0.0015318764781113714,21031.746,21037.312,21036.99
265,2,0.007369919330812991,21040.488,21028.93,21042.04
266,0,0.13576822821050882,21010.357,20954.785,20981.832
267,0,0.13603842817246914,20968.627,20913.057,20940.102
268,1,0.005365000833990052,20895.31,20896.432,20885.516
269,1,0.052223895909264684,20891.467,20906.078,20895.16
270,1,0.052225321996957064,20890.895,20905.508,20894.59
271,1,0.05221397732384503,20895.441,20910.05,20899.133
272,1,0.05218994920141995,20897.58,20912.191,20901.277
273,1,0.05220260354690254,20896.254,20910.865,20899.95
274,1,0.03011038643307984,20899.854,20906.148,20895.229
275,0,0.1227393513545394,20930.088,20904.398,20901.562
276,0,0.13621188700199127,20944.793,20906.596,20916.264
277,1,0.052160193445160985,20909.512,20924.121,20913.207
278,1,0.05212568212300539,20919.621,20934.229,20923.316
279,1,0.052159803453832865,20913.412,20928.023,20917.107
280,1,0.052183226216584444,20911.504,20926.115,20915.195
281,1,0.0521739071700722,20904.012,20918.623,20907.709
282,1,0.05218035657890141,20901.428,20916.037,20905.123
283,1,0.052203884115442634,20892.002,20906.61,20895.695
284,1,0.052246509585529566,20886.154,20900.768,20889.848
285,1,0.05226043285802007,20876.848,20891.463,20880.545
286,1,0.05222578183747828,20883.232,20897.844,20886.93
287,1,0.05226614885032177,20878.3,20892.914,20881.994
288,1,0.05227523506619036,20874.67,20889.283,20878.363
289,1,0.052252429304644465,20872.576,20887.188,20876.273
290,1,0.05228598602116108,20874.11,20888.723,20877.8
291,1,0.052212359150871634,20884.867,20899.477,20888.564
292,1,0.052217801567167044,20886.43,20901.037,20890.123
293,1,0.052242568926885724,20883.996,20898.605,20887.688
294,1,0.052261119708418846,20876.572,20891.188,20880.27
295,1,0.05225965287536383,20877.16,20891.773,20880.855
296,1,0.052235444309189916,20886.844,20901.457,20890.54
297,1,0.052199867786839604,20897.348,20911.96,20901.045
298,1,0.05221255705691874,20896.008,20910.62,20899.701
299,1,0.05220044404268265,20893.38,20907.988,20897.074
300,1,0.052204576786607504,20899.201,20913.816,20902.898
301,1,0.052205839892849326,20894.959,20909.568,20898.652
302,1,0.052241107914596796,20888.314,20902.93,20892.01
303,1,0.05223093903623521,20881.17,20895.781,20884.867
304,1,0.05222659092396498,20879.172,20893.781,20882.87
305,1,0.052217766642570496,20886.443,20901.053,20890.139
306,1,0.05223031621426344,20877.678,20892.291,20881.379
307,1,0.052269635489210486,20873.172,20887.785,20876.867
308,1,0.05230575334280729,20866.215,20880.828,20869.906
309,1,0.05229103262536228,20860.89,20875.502,20864.586
310,1,0.05230119568295777,20864.297,20878.914,20867.994
311,1,0.0522614864166826,20868.959,20883.566,20872.652
312,1,0.05227457149885595,20871.2,20885.812,20874.895
313,1,0.05224384949542582,20876.004,20890.617,20879.703
314,1,0.052250653970986605,20884.496,20899.111,20888.191
315,1,0.052193010924384,20888.875,20903.48,20892.57
316,1,0.05222602630965412,20886.875,20901.486,20890.57
317,1,0.05223316256888211,20880.281,20894.89,20883.977
318,1,0.052225845865905285,20883.205,20897.818,20886.904
319,1,0.05224142805673182,20888.184,20902.8,20891.88
320,1,0.052251428132876754,20884.186,20898.8,20887.88
321,1,0.052232330199331045,20888.094,20902.703,20891.785
322,1,0.0522657937835902,20882.176,20896.793,20885.871
323,1,0.05226221401244402,20876.135,20890.75,20879.832
324,1,0.05225364584475756,20883.297,20897.914,20886.994
325,1,0.05225031636655331,20880.895,20895.508,20884.59
326,1,0.052284973207861185,20874.51,20889.129,20878.207
327,1,0.05225911736488342,20877.375,20891.988,20881.07
328,1,0.05224297638051212,20872.617,20887.229,20876.316
329,1,0.05223365733399987,20876.344,20890.953,20880.041
330,1,0.052220223005861044,20881.72,20896.328,20885.416
331,1,0.052201485959813,20904.184,20918.795,20907.875
332,1,0.05216000718064606,20917.07,20931.686,20920.768
333,1,0.05215032142587006,20920.965,20935.574,20924.656
334,1,0.05214756238274276,20922.066,20936.682,20925.764
335,1,0.052142038475722075,20920.545,20935.154,20924.238
336,1,0.05214974517002702,20917.445,20932.059,20921.143
337,1,0.05218225996941328,20908.152,20922.76,20911.842
338,1,0.052227877313271165,20893.611,20908.225,20897.305
339,1,0.05221575265750289,20890.984,20905.598,20894.682
340,1,0.052226241677999496,20890.53,20905.14,20894.223
341,1,0.0522301415912807,20877.748,20892.36,20881.447
342,1,0.05225131753832102,20884.238,20898.846,20887.926
343,1,0.05225148634053767,20880.426,20895.04,20884.121
344,1,0.052285788115113974,20870.451,20885.066,20874.146
345,1,0.05228945519775152,20868.988,20883.602,20872.682
346,1,0.052299274830147624,20872.535,20887.15,20876.227
347,1,0.052261934615671635,20876.248,20890.861,20879.943
348,1,0.052236526971682906,20886.41,20901.023,20890.105
349,1,0.05221519968472421,20891.209,20905.82,20894.904
350,1,0.05223642219789326,20890.191,20904.805,20893.885
351,1,0.05225702188909054,20881.953,20896.564,20885.645
352,1,0.05230216775089502,20852.713,20867.322,20856.408
353,1,0.05238825106061995,20829.605,20844.219,20833.299
354,1,0.05242156912572682,20812.633,20827.246,20816.328
355,1,0.05245676729828119,20798.66,20813.27,20802.352
356,1,0.05246432265266776,20791.936,20806.55,20795.635
357,1,0.05250212270766497,20781.555,20795.29,20784.371
358,0,0.0015116565009520855,20801.89,20787.021,20801.576
359,0,0.001520972637081286,20802.889,20788.604,20802.572
360,0,0.0015306975910789333,20798.32,20795.45,20798.002
361,1,0.052438327111303806,20802.254,20816.865,20805.95
362,1,0.05235117278061807,20833.176,20847.79,20836.875
363,1,0.05234692944213748,20838.604,20853.21,20842.295
364,1,0.052303000120446086,20859.85,20874.459,20863.541
365,1,0.052267551654949784,20874.008,20888.617,20877.7
366,1,0.0522489775903523,20881.426,20896.043,20885.125
367,1,0.052220525685697794,20889.074,20903.688,20892.771
368,1,0.05222893669269979,20889.451,20904.06,20893.143
369,1,0.05225788336247206,20885.346,20899.957,20889.035
370,1,0.052264792611822486,20875.11,20889.72,20878.803
371,1,0.052220874931663275,20888.94,20903.549,20892.633
372,1,0.05222292966209352,20891.852,20906.465,20895.547
373,1,0.05223744083195925,20893.518,20908.137,20897.215
374,1,0.05221885512582958,20889.746,20904.355,20893.44
375,1,0.05219150334596634,20893.217,20907.828,20896.916
376,1,0.052209122804924846,20893.645,20908.254,20897.338
377,1,0.052272656466811895,20868.227,20882.84,20871.924
378,1,0.05235267453826964,20843.77,20858.385,20847.465
379,1,0.05235638818703592,20834.834,20849.443,20838.527
380,1,0.05236907163634896,20833.516,20848.123,20837.205
381,1,0.052381178829818964,20813.781,20828.39,20817.48
382,1,0.002522943577787373,20823.984,20824.51,20823.67
383,0,0.0015171835002547596,20854.844,20839.97,20854.527
384,0,0.0015061172234709375,20878.396,20863.531,20878.082
385,0,0.0015251452168740798,20874.037,20859.164,20873.719
386,0,0.0015367997548310086,20842.826,20828.54,20842.506
387,1,0.05228508380241692,20859.53,20874.14,20863.227
388,1,0.052246684208512306,20882.346,20896.959,20886.041
389,1,0.052179250633344054,20898.13,20912.736,20901.824
390,1,0.052204233361408114,20899.34,20913.953,20903.035
391,1,0.05216696881689131,20899.309,20913.916,20903.006
392,1,0.05218683509156108,20895.086,20909.697,20898.785
393,1,0.05223326152190566,20880.24,20894.852,20883.938
394,1,0.0522984832059592,20857.914,20872.527,20861.611
395,1,0.052291195606812835,20853.357,20867.967,20857.055
396,1,0.052330904873088,20852.447,20867.06,20856.14
397,1,0.05234847776591778,20841.707,20856.324,20845.406
398,1,0.052322406554594636,20852.104,20866.717,20855.799
399,1,0.05225311033427715,20868.566,20883.178,20872.266
400,1,0.05226801731623709,20866.35,20880.957,20870.043
401,1,0.0522621616255492,20876.158,20890.771,20879.854
402,1,0.052221998339518905,20888.49,20903.098,20892.182
403,1,0.05218402948230505,20896.219,20910.822,20899.91
404,1,0.052235438488423824,20890.59,20905.2,20894.28
405,1,0.05218107835389674,20897.395,20912.004,20901.092
406,1,0.05218320293352008,20904.027,20918.639,20907.723
407,1,0.052162219071760774,20904.953,20919.564,20908.652
408,1,0.05217714933678508,20910.195,20924.809,20913.89
409,0,0.1357932691462338,21007.922,20952.348,20979.395
410,0,0.07067563710734248,20944.607,20929.805,20918.887
411,0,0.13611572794616222,20958.154,20925.76,20929.627
412,1,0.05215518758632243,20915.264,20929.875,20918.959
413,1,0.05218831356614828,20909.459,20924.074,20913.154
414,1,0.05217746365815401,20910.066,20924.682,20913.764
415,1,0.0521960377227515,20895.145,20909.754,20898.84
416,1,0.05222423351369798,20895.066,20909.684,20898.764
417,1,0.05222271429374814,20899.42,20914.031,20903.11
418,1,0.052218500059098005,20889.89,20904.498,20893.582
419,1,0.052209774730727077,20893.377,20907.992,20897.076
420,1,0.05222284235060215,20884.412,20899.021,20888.107
421,1,0.05219795275479555,20898.117,20912.727,20901.81
422,1,0.0521928770467639,20896.41,20911.02,20900.105
423,1,0.05220661987550557,20898.38,20912.996,20902.078
424,1,0.05222733016125858,20890.088,20904.703,20893.785
425,1,0.05222531617619097,20890.896,20905.51,20894.592
426,1,0.05225391359999776,20886.932,20901.545,20890.623
427,1,0.05225776694715023,20877.914,20892.527,20881.61
428,1,0.05225701606832445,20874.48,20889.092,20878.176
429,1,0.052280566887930036,20872.54,20887.152,20876.232
430,1,0.052235322073102,20879.414,20894.027,20883.113
431,1,0.05226566572673619,20878.494,20893.107,20882.188
432,1,0.05225646891631186,20874.697,20889.31,20878.395
433,1,0.05226904759183526,20873.406,20888.02,20877.102
434,1,0.0522567133884877,20878.332,20892.95,20882.031
435,1,0.05227440851740539,20871.266,20885.877,20874.959
436,1,0.05226266221143305,20868.484,20883.098,20872.184
437,1,0.05228473455645144,20859.668,20874.281,20863.367
438,1,0.052308355225250125,20853.975,20868.588,20857.672
439,1,0.05228433292359114,20856.096,20870.705,20859.793
440,1,0.052327464800328016,20842.623,20857.236,20846.322
441,1,0.05235802382230759,20830.45,20845.062,20834.148
442,1,0.052389310440048575,20818.002,20832.613,20821.7
443,0,0.10498405899852514,20843.94,20822.057,20815.414
444,0,0.010099272185470909,20828.389,20826.285,20815.371
445,0,0.13678023824468255,20853.479,20820.904,20824.955
446,1,0.05238339654169977,20824.082,20838.693,20827.777
447,1,0.05237346631474793,20828.035,20842.645,20831.729
448,1,0.052352139027789235,20836.527,20851.137,20840.22
449,1,0.05238120793364942,20832.402,20847.021,20836.102
450,1,0.052322959527373314,20848.152,20862.764,20851.848
451,1,0.05228167283348739,20864.629,20879.24,20868.324
452,1,0.05231443210504949,20855.285,20869.898,20858.98
453,1,0.05232241819612682,20844.635,20859.246,20848.332
454,1,0.052363506983965635,20835.725,20850.34,20839.422
455,1,0.052343012066558,20847.62,20862.234,20851.314
456,1,0.0523327209521085,20847.996,20862.605,20851.688
457,1,0.052355724619701505,20838.828,20853.44,20842.521
458,1,0.05236304714344442,20839.639,20854.252,20843.332
459,1,0.05230886745266616,20853.771,20868.385,20857.469
460,1,0.05229497910477221,20859.32,20873.928,20863.012
461,1,0.052276108181104064,20874.324,20888.934,20878.014
462,1,0.05224091582931578,20877.176,20891.79,20880.875
463,1,0.052269623847678304,20873.176,20887.79,20876.871
464,1,0.052272313041612506,20875.84,20890.451,20879.531
465,1,0.052263232646510005,20879.465,20894.08,20883.16
466,1,0.05225331406109035,20879.695,20894.309,20883.39
467,1,0.052242586389184,20883.984,20898.6,20887.682
468,1,0.052234833128750324,20890.824,20905.441,20894.521
469,1,0.05221301689743996,20892.08,20906.693,20895.777
470,1,0.052169483387842774,20905.785,20920.396,20909.482
471,1,0.05219460581429303,20899.455,20914.068,20903.152
472,1,0.05218787700869143,20905.895,20920.508,20909.59
473,1,0.05215429700911045,20911.877,20926.488,20915.574
474,1,0.0521412817761302,20913.355,20927.965,20917.053
475,1,0.052158121252432466,20914.084,20928.697,20917.781
476,1,0.052170519484207034,20912.857,20927.469,20916.55
477,1,0.052187859546393156,20905.902,20920.516,20909.598
478,1,0.05218718433752656,20906.174,20920.785,20909.867
479,1,0.05215801647864282,20917.873,20932.484,20921.566
480,1,0.05215233541093767,20920.154,20934.766,20923.848
481,1,0.05212852265685797,20925.97,20940.582,20929.666
482,1,0.05213316762819886,20927.844,20942.46,20931.543
483,1,0.052132015116512775,20928.31,20942.924,20932.006
484,1,0.05210235249251127,20932.742,20947.352,20936.438
485,1,0.05213872063905001,20918.135,20932.74,20921.826
486,1,0.052181159844622016,20904.846,20919.457,20908.541
487,1,0.052223040256649256,20895.547,20910.16,20899.24
488,1,0.05222155014052987,20888.666,20903.277,20892.361
489,1,0.05222333129495382,20887.953,20902.564,20891.648
490,1,0.05223493790253997,20887.047,20901.66,20890.742
491,1,0.05226376233622432,20871.783,20886.395,20875.479
492,1,0.05226666107773781,20878.098,20892.71,20881.791
493,1,0.05228124791756272,20876.002,20890.617,20879.695
494,1,0.05230093374848366,20868.139,20882.754,20871.832
495,1,0.05224459455348551,20875.71,20890.318,20879.404
496,1,0.052307063015177846,20865.693,20880.307,20869.385
497,1,0.05227538640610874,20878.344,20892.959,20882.037
498,1,0.0522192451171577,20900.805,20915.422,20904.5
