step,action,confidence,q_hold,q_buy,q_sell
2236,0,0.06865480681881309,21108.773,21060.668,21094.281
2237,1,0.05787399131804705,21041.965,21055.309,21043.123
2238,0,0.06860516732558608,21075.648,21037.652,21061.19
2239,1,0.07875357987359166,21042.596,21060.55,21043.965
2240,0,0.007283320155693218,21050.883,21049.35,21042.281
2241,0,0.06863995804451406,21056.43,21035.36,21041.977
2242,0,0.05041290423832834,21013.965,21000.785,21003.371
2243,0,0.19890565890818834,21174.455,21071.127,21132.338
2244,2,0.003285415004938841,21162.918,21157.53,21163.613
2245,1,0.0024762302928138524,21137.959,21138.482,21130.898
2246,1,0.027599686291068792,21117.88,21123.71,21115.656
2247,0,0.09143648785538971,21148.986,21116.904,21129.648
2248,1,0.14017592184245586,21329.5,21362.664,21332.719
2249,1,0.1401151530444622,21340.156,21373.324,21343.377
2250,1,0.13985687401145697,21379.629,21412.795,21382.848
2251,1,0.14041935792192817,21291.076,21324.238,21294.295
2252,0,0.1370440237224102,21021.416,20976.773,20992.607
2253,0,0.008734042785363272,21042.84,21036.727,21041.002
2254,0,0.00872453601914458,21043.383,21037.27,21041.547
2255,0,0.008737533789826557,21056.785,21050.67,21054.945
2256,0,0.008749399421503767,21050.553,21044.438,21048.71
2257,1,0.02288212563144043,21052.488,21057.307,21050.367
2258,1,0.022848817752674222,21091.73,21096.55,21089.61
2259,1,0.14041773974895477,21292.71,21325.875,21295.93
2260,1,0.1406087540090084,21262.35,21295.516,21265.572
2261,1,0.14128437032923102,21161.902,21195.064,21165.12
2262,1,0.14149545459076762,21130.28,21163.445,21133.5
2263,1,0.14153302181512117,21124.662,21157.828,21127.883
2264,1,0.14165707398205996,21107.512,21140.678,21110.73
2265,1,0.14083930291235447,21231.648,21264.816,21234.867
2266,1,0.13832618715241551,21306.773,21336.287,21305.994
2267,1,0.145315146073699,21502.484,21538.586,21507.287
2268,1,0.14340010238811374,21458.264,21493.895,21463.072
2269,1,0.14651259407401085,21326.445,21362.55,21331.252
2270,1,0.1407011761330068,21249.754,21282.916,21252.97
2271,1,0.14193280367180705,21065.068,21098.232,21068.287
2272,1,0.14207666972652078,21045.074,21078.242,21048.295
2273,1,0.05185715272091329,21031.785,21046.396,21035.482
2274,1,0.05188502836972475,21028.008,21042.62,21031.701
2275,1,0.14207937056198716,21044.674,21077.842,21047.895
2276,0,0.008763665391597897,21016.285,21013.34,21014.443
2277,0,0.008751569112064317,21023.016,21016.902,21021.176
2278,0,0.008750374399824068,21025.887,21019.773,21024.047
2279,0,0.008748327672947198,21030.805,21024.691,21028.965
2280,0,0.008742504724068567,21044.812,21038.7,21042.973
2281,1,0.1416913466528058,21099.645,21132.807,21102.863
2282,1,0.03688060969579965,21249.52,21257.36,21227.414
2283,0,0.014957216626498848,21258.55,21239.527,21255.371
2284,1,0.022742984583601356,21172.73,21177.547,21170.61
2285,1,0.09833821095526218,21034.969,21060.926,21040.215
2286,1,0.05508362082764506,21041.336,21058.182,21046.582
2287,1,0.022701770649291575,21219.78,21224.598,21217.66
2288,1,0.18159758765250444,21384.457,21433.035,21394.113
2289,1,0.22821924649178982,21594.01,21660.572,21611.139
2290,1,0.2265553455799818,21755.516,21822.24,21772.8
2291,1,0.17777225002646446,21666.123,21714.055,21675.453
2292,1,0.14486184809356928,21569.88,21605.984,21574.686
2293,1,0.13742517912760377,21759.6,21793.11,21763.16
2294,1,0.13717574765905738,21796.723,21829.889,21799.943
2295,1,0.1361237489618361,21966.863,22000.03,21970.082
2296,1,0.13493922306224704,22159.984,22193.15,22163.203
2297,1,0.13477641623467207,22188.24,22221.408,22191.459
2298,1,0.1360810361802578,21975.203,22008.371,21978.422
2299,1,0.1355423592031002,22059.791,22092.955,22063.01
2300,1,0.1365705975331366,21893.451,21926.617,21896.672
2301,1,0.1373981824144721,21764.22,21797.39,21767.441
2302,1,0.13848231174051762,21592.283,21626.746,21596.797
2303,1,0.1396826351992786,21529.023,21563.95,21533.828
2304,1,0.13878786703571677,21540.338,21573.504,21543.562
2305,1,0.13648023596033454,21906.54,21939.703,21909.76
2306,1,0.13744320021942258,21755.666,21788.83,21758.883
2307,1,0.13769925571978092,21712.31,21745.477,21715.533
2308,1,0.13837771257385612,21608.518,21641.684,21611.736
2309,1,0.1392153208144009,21476.906,21510.07,21480.125
2310,1,0.13870270922780037,21553.59,21586.75,21556.809
2311,1,0.13923296937718987,21475.582,21508.746,21478.799
2312,1,0.13912036083638668,21490.182,21523.348,21493.404
2313,1,0.13946115504950285,21441.79,21474.953,21445.004
2314,1,0.1383477821946144,21611.79,21644.953,21615.008
2315,1,0.13912473805248737,21488.883,21522.67,21492.727
2316,1,0.1388119300827384,21540.684,21573.986,21544.04
2317,1,0.1388688455335796,21531.977,21565.143,21535.195
2318,1,0.14625806361436844,21363.625,21399.729,21368.43
2319,1,0.14110004995018244,21189.588,21222.752,21192.807
2320,1,0.14107294846326113,21196.432,21229.598,21199.648
2321,1,0.14162207953631878,21114.117,21147.281,21117.332
2322,1,0.14080293476581573,21234.154,21267.535,21237.59
2323,1,0.1391180674545467,21490.537,21523.703,21493.76
2324,1,0.1380364061333239,21657.785,21690.95,21661.008
2325,1,0.13699166011065245,21826.059,21859.223,21829.277
2326,1,0.13700082199648023,21827.445,21860.613,21830.664
2327,1,0.2985016908496618,22328.44,22425.15,22358.21
2328,1,0.30177636072039604,22083.803,22180.514,22113.578
2329,1,0.332172610796988,22652.19,22763.838,22688.223
2330,1,0.33956216648221016,22909.574,23031.152,22952.947
2331,1,0.33191179390996695,22731.945,22851.162,22775.316
2332,1,0.36405068822205067,23432.777,23561.924,23476.146
2333,1,0.3206447698175907,23471.203,23582.854,23507.236
2334,1,0.27129880618304014,24392.645,24493.72,24427.27
2335,1,0.2685070736333728,24647.31,24748.389,24681.938
2336,1,0.27384248096495867,24347.084,24443.797,24376.86
2337,1,0.26969006285071373,24726.336,24823.055,24756.11
2338,1,0.2749296370893717,24251.14,24347.85,24280.91
2339,1,0.27829010505229235,23956.424,24053.137,23986.2
2340,1,0.27238456532359123,24482.215,24578.932,24511.982
2341,1,0.2762778429314494,24130.203,24226.914,24159.98
2342,1,0.2757797250524163,24176.084,24272.797,24205.857
2343,1,0.27697866316884756,24069.61,24166.318,24099.383
2344,1,0.28459883760660887,23424.605,23521.32,23454.379
2345,1,0.287870061583817,23160.037,23256.75,23189.8
2346,1,0.28418011497706175,23458.57,23555.291,23488.352
2347,1,0.2830452984198928,23555.78,23652.492,23585.545
2348,1,0.2770517021417618,24066.05,24162.768,24095.824
2349,1,0.27643023058772087,24119.666,24216.385,24149.443
2350,1,0.2802676521241665,23783.924,23880.633,23813.703
2351,1,0.28367494232952595,23500.535,23597.238,23530.299
2352,1,0.26702063623815775,24785.809,24886.887,24820.434
2353,1,0.250111217610538,26466.793,26567.867,26501.418
2354,1,0.2505252370610833,26423.66,26524.742,26458.291
2355,1,0.2477719448506832,26718.416,26819.49,26753.04
2356,1,0.2842657268047333,23276.035,23377.115,23310.662
2357,1,0.28150216676294804,23503.455,23604.531,23538.084
2358,1,0.2888487186282873,22903.78,23004.852,22938.402
2359,1,0.29675685800611973,22457.662,22554.371,22487.44
2360,1,0.2953242277726531,22570.375,22667.09,22600.148
2361,1,0.28703254647552967,23224.5,23321.207,23254.268
2362,1,0.2886436879634857,23094.326,23191.033,23124.094
2363,1,0.27745391707867384,23848.564,23949.64,23883.191
2364,1,0.2873746445402503,23196.73,23293.445,23226.506
2365,1,0.2959272591397166,22524.188,22620.898,22553.957
2366,1,0.30715614557266235,21697.223,21793.934,21726.992
2367,1,0.14102148124948144,21202.795,21235.96,21206.014
2368,1,0.2554659266024828,21078.34,21135.555,21081.56
2369,1,0.052072631660848856,20933.451,20948.055,20937.146
2370,1,0.14126504538580775,21168.941,21202.111,21172.16
2371,1,0.14304377837106586,20902.564,20935.734,20905.787
2372,1,0.052411400247365236,20812.95,20827.56,20816.645
2373,1,0.052301911637187004,20856.55,20871.16,20860.244
2374,1,0.05240425234660506,20823.242,20837.855,20826.936
2375,0,0.0015089531189005356,20839.158,20824.287,20838.844
2376,2,0.0006139488050393993,20973.465,20996.125,20996.254
2377,0,0.1356555032543838,21098.365,21027.14,21069.744
2378,0,1.1330091394484043,21896.027,21403.658,21647.943
2379,0,0.0,21850.766,21850.766,21850.766
2380,0,0.0,21850.766,21850.766,21850.766
2381,0,0.0,21850.766,21850.766,21850.766
2382,0,0.0,21850.766,21850.766,21850.766
2383,0,0.0,21850.766,21850.766,21850.766
2384,0,0.0,21850.766,21850.766,21850.766
2385,0,0.0,21850.766,21850.766,21850.766
2386,0,0.0,21850.766,21850.766,21850.766
2387,0,0.0,21850.766,21850.766,21850.766
2388,0,0.0,21850.766,21850.766,21850.766
2389,0,0.0,21850.766,21850.766,21850.766
2390,0,0.0,21850.766,21850.766,21850.766
2391,0,0.0,21850.766,21850.766,21850.766
2392,0,0.0,21850.766,21850.766,21850.766
2393,0,0.0,21850.766,21850.766,21850.766
2394,0,0.0,21850.766,21850.766,21850.766
2395,0,0.0,21850.766,21850.766,21850.766
2396,0,0.0,21850.766,21850.766,21850.766
2397,0,0.43069045059382915,21606.385,21513.328,21501.004
2398,0,0.1367761753499508,21463.842,21369.666,21434.484
2399,0,0.10813672561198473,21347.035,21269.096,21323.951
2400,0,0.06076061981730163,21266.857,21222.855,21253.936
2401,0,0.06850302452221513,21195.46,21146.855,21180.941
2402,0,0.06803679862059653,21217.264,21169.035,21202.828
2403,0,0.06815535016357899,21206.148,21157.717,21191.695
2404,0,0.06808491889387369,21210.873,21162.527,21196.432
2405,0,0.06943781045265496,21166.084,21117.46,21151.387
2406,0,0.06937009165994823,21158.592,21110.064,21143.914
2407,0,0.06878882413730025,21124.434,21076.256,21109.902
2408,0,0.06941003957763314,21163.297,21114.709,21148.607
2409,0,0.06904607289470732,21141.906,21093.582,21127.309
2410,0,0.0686221057549119,21098.908,21050.832,21084.43
2411,0,0.06866818876005709,21110.348,21062.236,21095.852
2412,0,0.0686172628775239,21074.781,21043.197,21060.32
2413,0,0.06861388683319092,21084.357,21042.293,21069.89
2414,0,0.06863937596790493,21062.3,21044.379,21047.844
2415,1,0.002532239886932075,21046.379,21056.58,21056.047
2416,1,0.07994573679752648,21043.793,21064.092,21047.252
2417,1,0.08156968397088349,21042.82,21061.363,21044.184
2418,0,0.06861041765660048,21079.73,21042.73,21065.268
2419,0,0.0686086481437087,21088.814,21041.871,21074.346
2420,0,0.0689792272169143,21185.047,21136.346,21170.434
2421,0,0.0684238679241389,21197.145,21148.562,21182.64
2422,0,0.06075443234294653,21269.023,21225.275,21256.102
2423,0,0.060725974617525935,21278.992,21236.047,21266.07
2424,0,0.0651468988507986,21238.06,21190.666,21224.225
2425,0,0.06800206610932946,21225.229,21177.121,21210.795
2426,0,0.06912675453349948,21145.484,21097.121,21130.867
2427,0,0.06860034773126245,21079.977,21042.709,21065.516
2428,1,0.08383904932998121,21043.0,21062.027,21044.37
2429,2,0.03578520845621824,21054.543,21049.605,21062.08
2430,0,0.03924849443137646,21039.82,21006.586,21031.562
2431,0,0.04301301087252796,21028.34,20994.264,21019.295
2432,1,0.03029156068805605,21000.416,21006.78,20994.592
2433,1,0.05797889898531139,20999.777,21017.209,21005.023
2434,1,0.07771029486320913,21230.738,21250.3,21233.787
2435,1,0.02275855658808723,21158.24,21163.057,21156.121
2436,1,0.0226982738240622,21197.24,21202.053,21195.117
2437,1,0.02280524931848049,21132.035,21136.855,21129.916
2438,1,0.09060706943273544,21049.553,21073.135,21054.041
2439,1,0.0578761741053313,21037.08,21054.514,21042.328
2440,1,0.06180767668411136,21056.557,21074.066,21061.041
2441,1,0.0578901672270149,21031.996,21049.424,21037.238
2442,1,0.015203132352326065,21047.557,21056.002,21052.8
2443,2,0.0013635914910992142,21050.135,21055.094,21055.38
2444,1,0.032904749969020486,21069.24,21077.646,21070.71
2445,0,0.008736999734537676,21058.072,21051.957,21056.232
2446,1,0.022775800607632846,21142.217,21147.033,21140.098
2447,0,0.08722151978872716,21163.338,21144.879,21134.535
2448,1,0.14115648809820414,21181.105,21214.266,21184.32
2449,0,0.13626380823552608,21140.346,21108.459,21111.54
2450,1,0.025119201745837927,21128.3,21133.61,21103.668
2451,0,0.1024120720103383,21252.988,21215.387,21231.223
2452,1,0.06067053764127195,21269.598,21285.559,21272.645
2453,1,0.07752831443212926,21278.105,21297.662,21281.15
2454,1,0.18006585305556655,21390.623,21438.555,21399.951
2455,1,0.17831242876127362,21600.346,21648.273,21609.672
2456,1,0.14497392112389207,21551.83,21587.934,21556.637
2457,1,0.14586440520361066,21422.715,21458.82,21427.52
2458,1,0.1400935696437955,21340.62,21375.223,21345.277
2459,1,0.1409992459230125,21206.14,21239.309,21209.361
2460,1,0.1416743965819478,21103.549,21136.715,21106.77
2461,1,0.14162140432745218,21114.215,21147.38,21117.432
2462,1,0.025022486806847155,21069.52,21074.793,21067.402
2463,1,0.022871086548548192,21062.652,21067.47,21060.533
2464,0,0.008743855869397521,21041.56,21035.445,21039.72
2465,0,0.008748346590436995,21053.086,21046.973,21051.244
2466,0,0.008738322503631935,21054.885,21048.773,21053.045
2467,1,0.04480822826735675,21042.94,21057.621,21048.186
2468,1,0.05790881114080548,21028.588,21046.02,21033.832
2469,1,0.05797495832666755,21001.209,21018.639,21006.453
2470,0,0.02953464281745255,21009.49,21003.285,20995.873
2471,0,0.03923100302927196,21054.18,21026.734,21045.92
2472,1,0.06535553839057684,21044.027,21062.676,21048.91
2473,0,0.06887827767059207,21131.027,21082.803,21116.473
2474,0,0.06850367644801736,21195.258,21146.648,21180.738
2475,0,0.06433309754356742,21239.553,21192.338,21225.889
2476,0,0.0607146299444139,21286.184,21243.238,21273.26
2477,0,0.1215738127939403,21395.824,21311.678,21369.812
2478,0,0.1367190503515303,21469.953,21374.414,21440.6
2479,0,0.1364261144772172,21516.053,21418.494,21486.7
2480,0,0.13694795779883862,21436.918,21348.77,21407.56
2481,0,0.1575323287397623,21331.188,21260.107,21297.584
2482,0,0.06074596894904971,21271.988,21228.588,21259.066
2483,0,0.49691880121827126,21295.293,21094.91,21189.473
2484,0,0.02146925253327936,21187.64,21154.89,21183.092
2485,1,0.027752105961553752,21170.725,21176.602,21166.045
2486,1,0.049695116467773914,21149.06,21160.28,21149.764
2487,0,0.11494798818603158,21159.365,21120.023,21135.043
2488,0,0.04153956251684576,21200.61,21174.656,21191.803
2489,1,0.006433289672713727,21128.965,21130.324,21124.414
2490,0,0.05149470525793731,21171.775,21135.697,21160.873
2491,0,0.21957771386951208,21363.805,21240.34,21316.895
2492,0,0.021547747019212693,21164.844,21150.645,21160.283
2493,1,0.006407613545889035,21152.678,21154.033,21148.125
2494,0,0.06942573236301541,21164.14,21115.543,21149.447
2495,0,0.06822954164817929,21203.127,21154.64,21188.66
2496,0,0.0680048018693924,21224.375,21176.254,21209.941
2497,0,0.06799472612328827,21224.646,21176.533,21210.215
2498,0,0.060794263845309615,21255.09,21209.709,21242.168
2499,0,0.06070905365049839,21284.922,21241.979,21272.0
2500,0,0.108182558324188,21347.018,21269.086,21323.924
2501,0,0.028258390375413,21516.01,21441.729,21509.93
2502,1,0.15897334087640047,21272.275,21306.146,21197.918
2503,2,0.04086467088200152,21876.365,21838.205,21885.309
2504,2,0.02264688810100779,21193.613,20847.11,21198.414
2505,2,0.02785897522699088,20003.125,19721.223,20008.7
2506,2,0.05722053465433419,17735.742,17319.926,17745.896
2507,2,0.14743939973413944,9833.9375,9267.566,9848.458
2508,2,0.1995256869122386,4514.1533,4212.587,4523.178
2509,2,0.10290411300957203,2459.179,2118.016,2461.7122
2510,0,3.1432978808879852,1181.1582,1100.0989,1144.0309
